id|name|url|additional_info|status|create_date|last_update_date
121|Электронная торговая площадка Южного Федерального Округа|http://ufotender.ru||ACTUAL|04.10.2012 08:34:39|04.10.2012 08:34:39
122|Торговая Система Спецстройторг|http://www.sstorg.ru/||ACTUAL|02.10.2012 13:53:53|02.10.2012 13:53:53
123|Tender.Pro|http://Tender.Pro||ACTUAL|04.10.2012 08:32:19|04.10.2012 08:32:19
124|223AGZRT|http://223.agzrt.ru||ACTUAL|04.10.2012 08:32:13|04.10.2012 08:32:13
125|ЭТП ГПБ|http://etp.gpb.ru||ACTUAL|04.10.2012 08:33:37|04.10.2012 08:33:37
126|Торговая система Оборонторг|http://oborontorg.ru/||ACTUAL|04.10.2012 08:32:54|04.10.2012 08:32:54
127|Аукционный Конкурсный Дом|http://a-k-d.ru.||ACTUAL|04.10.2012 08:32:26|04.10.2012 08:32:26
128|Электронная торговая площадка РТРС|https://trade.rtrn.ru||ACTUAL|02.10.2012 16:10:12|02.10.2012 16:10:12
140|ЗАО «Сбербанк-АСТ» (Закупки «Сбербанк России» ОАО)|http://zakupki.sbrf.sberbank-ast.ru||ACTUAL|03.10.2012 16:29:38|03.10.2012 16:29:38
141|Электронная торговая площадка Тендер|http://etp-tender.ru||ACTUAL|03.10.2012 16:33:57|03.10.2012 16:33:57
142|ETPRF|http://etprf.ru||ACTUAL|04.10.2012 08:32:04|04.10.2012 08:32:04
143|ОАО "Холдинг МРСК"|http://b2b-mrsk.ru/||ACTUAL|04.10.2012 09:35:56|04.10.2012 09:35:56
144|Электронная торговая площадка "Система электронных торгов"|http://223.zakazrf.ru||ACTUAL|04.10.2012 16:57:22|04.10.2012 16:57:22
145|ЭТП «Торги 223»|http://www.torgi223.ru||ACTUAL|05.10.2012 09:35:37|05.10.2012 09:35:37
146|ЭТП "ТЗС Электра"|http://www.tzselektra.ru||ACTUAL|05.10.2012 11:05:08|05.10.2012 11:05:08
147|Электронный капитал|www.eksystems.ru||ACTUAL|08.10.2012 10:36:59|08.10.2012 10:36:59
148|ГУП «Таттехмедфарм»|https://www.etpttmf.ru||ACTUAL|08.10.2012 16:40:41|08.10.2012 16:40:41
162|"RB2B - Электронная торговая площадка"|http://rb2b.ru||ACTUAL|09.10.2012 10:52:57|09.10.2012 10:52:57
163|Инвестэнергосервис|http://ieservice.ru||ACTUAL|09.10.2012 11:32:31|09.10.2012 11:32:31
164|223etp.zakazrf.ru|http://223etp.zakazrf.ru||ACTUAL|10.10.2012 11:35:28|10.10.2012 11:35:28
182|ОАО «ЕЭТП»|https://fsk.roseltorg.ru||ACTUAL|15.10.2012 13:25:58|15.10.2012 13:25:58
183|Госаукцион|http://www.gosauction.ru||ACTUAL|16.10.2012 08:50:45|16.10.2012 08:50:45
184|Электронные аукционы Сибири|http://ea.omskzakaz.ru/||ACTUAL|16.10.2012 14:28:30|16.10.2012 14:28:30
185|ЗАО «Биржа «Санкт-Петербург»|https://securweb.spbex.ru/transauction/CommonContent.mvc/index||ACTUAL|19.10.2012 12:15:54|19.10.2012 12:15:54
186|ООО «БашЗаказ»|www.bashzakaz.ru||ACTUAL|18.10.2012 14:29:56|18.10.2012 14:29:56
187|ONLINECONTRACT|www.onlinecontract.ru||ACTUAL|22.10.2012 09:15:25|22.10.2012 09:15:25
188|Система НЭСКО|www.zao-nesko.ru||ACTUAL|23.10.2012 10:20:22|23.10.2012 10:20:22
189|Закупки.ру|http://www.zakupki.ru||ACTUAL|24.10.2012 10:14:04|24.10.2012 10:14:04
202|Электронная торговая площадка ОАО "Аэрофлот"|https://trade.aeroflot.ru||ACTUAL|01.11.2012 14:06:51|01.11.2012 14:06:51
203|ОАО «ЕЭТП»|https://rt.roseltorg.ru||ACTUAL|08.11.2012 09:06:42|08.11.2012 09:06:42
204|Электронная торговая площадка КФУ|http://www.etp.kpfu.ru||ACTUAL|08.11.2012 14:26:31|08.11.2012 14:26:31
223|zakupki21.ru|http://www.zakupki21.ru||ACTUAL|20.11.2012 09:24:25|20.11.2012 09:24:25
224|center@tender43.ru|https://k-tender.ru||ACTUAL|21.11.2012 11:43:10|21.11.2012 11:43:10
225|АИС Госзакупки|www.fintech.ru||ACTUAL|22.11.2012 11:27:25|22.11.2012 11:27:25
243|Электронная торговая площадка ОАО «ДВЭУК»|http://etp.dveuk.ru/||ACTUAL|28.11.2012 09:59:04|28.11.2012 09:59:04
244|ЭТП "KARTOTEKA.RU"|http://utp.kartoteka.ru||ACTUAL|28.11.2012 14:22:53|28.11.2012 14:22:53
263|В2В-КЭС Торгово-закупочная система холдинга КЭС|www.tender.ies-holding.com||ACTUAL|11.12.2012 10:03:45|11.12.2012 10:03:45
283|Элетронная торговая площадка ОАО «Северсталь»|supply.severstal.com||ACTUAL|18.12.2012 14:30:04|18.12.2012 14:30:04
284|OTC-AGRO|http://www.otc-agro.ru||ACTUAL|24.12.2012 09:28:14|24.12.2012 09:28:14
285|ООО «ЕвразХолдинг»|http://www.evraz.com/ru/business/suppliers/||ACTUAL|26.12.2012 14:58:55|26.12.2012 14:58:55
304|ЭТП «ТЭК-Торг»|http://www.tektorg.ru||ACTUAL|09.01.2013 11:56:33|09.01.2013 11:56:33
324|ВолгоТрейд - Электронная торговая площадка|http://volgotrade.ru||ACTUAL|28.01.2013 10:33:44|28.01.2013 10:33:44
325|МЕТА-ЗАКУПКИ - Электронная торговая площадка|http://meta-zakupki.ru||ACTUAL|28.01.2013 10:36:09|28.01.2013 10:36:09
344|ETPRF (закупочный стенд)|test.etprf.ru||ACTUAL|13.02.2013 13:54:05|13.02.2013 13:54:05
345|Электронная торговая площадка ОАО "Мосводоканал"|http://etp.mosvodokanal.ru||ACTUAL|18.02.2013 10:09:50|18.02.2013 10:09:50
346|Электронная торговая площадка «Агенда»|http://www.etp-agenda.ru||ACTUAL|22.02.2013 14:52:00|22.02.2013 14:52:00
347|АИС Р3-СВФУ|http://etp.s-vfu.ru||ACTUAL|25.02.2013 15:08:28|25.02.2013 15:08:28
348|"Эльторг - электронная торговая площадка"|http://eltorg.org||ACTUAL|26.02.2013 10:32:52|26.02.2013 10:32:52
349|ЭТП "СТАРТРЕЙД"|http://etp.startrader.ru||ACTUAL|27.02.2013 09:36:49|27.02.2013 09:36:49
350|ООО «КамТендер»|http://etp-kamtender.ru||ACTUAL|27.02.2013 09:37:06|27.02.2013 09:37:06
367|Lotware: Закупки|tender.lotware.ru||ACTUAL|04.03.2013 11:08:47|04.03.2013 11:08:47
368|ООО «Сибирская торговая площадка»|http://www.sibtoptrade.ru/||ACTUAL|25.03.2013 11:00:10|25.03.2013 11:00:10
388|ЗАО «Сбербанк-АСТ» (Закупки для коммерческих заказчиков)|http://www.com.sberbank-ast.ru||ACTUAL|03.04.2013 21:44:03|03.04.2013 21:44:03
408|Электронная торговая площадка iTorg24|http://itorg24.ru||ACTUAL|18.04.2013 16:16:05|18.04.2013 16:16:05
428|Teclot.com|www.Teclot.com||ACTUAL|28.05.2013 12:19:20|28.05.2013 12:19:20
448|Официальный сайт ОАО «Яргорэлектросеть» |http://www.el.yarnet.ru||ACTUAL|07.06.2013 10:50:14|07.06.2013 10:50:14
449|"ОборонПромТорг - электронная торговая площадка"|http://oboronprom-torg.ru/||ACTUAL|13.06.2013 17:58:15|13.06.2013 17:58:15
468|Торговая площадка ОЗК|http://torgi.oaoozk.com||ACTUAL|04.07.2013 16:50:25|04.07.2013 16:50:25
469|Система управления закупками ZAKUPKI365.RU|http://zakupki365.ru||ACTUAL|05.07.2013 09:08:59|05.07.2013 09:08:59
470|«Единая Строительная Тендерная Площадка - СРО»|estp-sro.ru||ACTUAL|05.08.2013 14:44:08|05.08.2013 14:44:08
490|Объединенная Электронная Торговая Площадка|http://www.oetprf.ru/||ACTUAL|12.08.2013 13:34:14|12.08.2013 13:34:14
510|Электронная торговая площадка ЗАО "Биржа "Санкт-Петербург"|www.spbex.ru|ЗАО "Биржа "Санкт-Петербург", ИНН 7801012233|ACTUAL|19.08.2013 16:05:10|04.02.2014 11:21:37
511|Открытая электронная торговая площадка (oetp.ru)|http://oetp.ru|Закрытое акционерное общество «Открытая электронная торговая площадка», ИНН 7703793645|ACTUAL|20.08.2013 09:34:55|04.02.2014 11:21:55
530|Электронная торговая площадка "ВТЦ"|http://223.vtc33.ru||ACTUAL|27.08.2013 11:06:48|27.08.2013 11:06:48
550|XSOLD223|etp.xsold.ru|ООО "Икс солд К", ИНН организации -5030080161|ACTUAL|07.10.2013 17:05:32|04.02.2014 11:22:31
570|ИС-223|223.tender.mos.ru|Открытое акционерное общество «Научно-производственное предприятие «Гранит-Центр» 
(ОАО «НПП «Гранит-Центр»), ИНН 7709813337|ACTUAL|24.10.2013 09:59:56|04.02.2014 11:22:50
571|Coalex|http://coalex.ru|ООО "КОАЛЕКС", ИНН - 7702816441|ACTUAL|28.10.2013 14:49:34|04.02.2014 11:23:08
591|ОАО «ЕЭТП»|https://vtb.roseltorg.ru|Открытое акционерное общество «Единая электронная торговая площадка», ИНН: 7707704692|ACTUAL|12.11.2013 17:03:57|04.02.2014 11:24:26
592|Система электронных торгов Республики Саха (Якутия)|http://sakhaeltorg.ru|ООО «РАВК», ИНН 1435272210|ACTUAL|14.11.2013 13:42:00|04.02.2014 11:25:06
611|Элтокс|http://eltox.ru|ООО «ЮЕС-Консалт», ИНН 3905604759|ACTUAL|06.12.2013 12:19:24|04.02.2014 11:25:40
631|Государственная информационная система в сфере закупок Новосибирской области (ГИСЗ НСО)|zakupki.nso.ru|ГКУ НСО «УКСис», ИНН: 5406722503|ACTUAL|16.12.2013 09:44:25|04.02.2014 11:26:23
651|Электронная торговая площадка «Аукцион-центр»|http://com.aukcioncenter.ru/|ООО "ИстКонсалтингГрупп" (ИНН 3811105176), бесплатная линия 8-800-700-66-40|ACTUAL|19.12.2013 14:12:19|04.02.2014 11:27:47
671|ТоргиКоми - электронная торговая площадка|http://torgikomi.ru/|ООО «КЦ «Интеграция», ИНН 1101141627|ACTUAL|13.01.2014 09:27:09|04.02.2014 11:28:25
691|Общество с ограниченной ответственностью «Открытые В2В-Коммуникации»|http://openb2b.ru||ACTUAL|22.01.2014 16:23:56|22.01.2014 16:23:56
711|Открытое акционерное общество «СИБУР Холдинг»|http://b2b.sibur.ru||ACTUAL|23.01.2014 15:57:07|04.02.2014 11:28:56
731|Торговая площадка Татавтодор|http://tenders.tatavtodor.ru/||ACTUAL|24.01.2014 14:08:33|04.02.2014 11:29:07
751|ЭТП ТЭТ (Электронная Торговая Площадка Технологии Электронных Торгов)|http://etptet.ru/||ACTUAL|30.01.2014 09:29:32|30.01.2014 09:29:32
771|R-Sigma - Электронная торговая площадка|http://rsigma.ru/||ACTUAL|04.02.2014 11:41:46|04.02.2014 11:41:46
791|Электронная торговая площадка «ВТЦ»|http://223.vtc33.ru/|ООО «Владимирский Тендерный Центр»|ACTUAL|24.02.2014 09:24:51|24.02.2014 09:27:17
811|Электронная Торговая Площадка БЭСТ|http://best-etp.ru/||ACTUAL|25.02.2014 12:59:13|25.02.2014 12:59:13
831|УЭТП ОАО "НК "РОСНЕФТЬ"|http://etp.rosneft.ru||ACTUAL|11.03.2014 10:41:13|11.03.2014 10:41:13
851|Электронная Торговая Площадка «Столица»|www.etrade-capital.ru||ACTUAL|24.04.2014 17:07:24|24.04.2014 17:07:24
